央卫,#genre#
壹电视综合,P2p://generationnexxxt.com:19806/617d6cf150574cb485ee07aea57262fd
纬来精采,P2p://generationnexxxt.com:19806/1db14fe8aad841b4b28eca2b136e7206
ETtoday综合台,P2p://generationnexxxt.com:19806/8e1b32241c9d4d079a2df7dc99adb312
民视第一台,P2p://generationnexxxt.com:19806/b97979cec8d74feebc370f3470cc06c6
民视台湾台,P2p://generationnexxxt.com:19806/192bd12842624eb39e2f6b86eeacdca8
NiceTV靖天欢乐台,P2p://generationnexxxt.com:19806/439163cf3469473b8ffd582b687991be
八大优频道,P2p://generationnexxxt.com:19806/7abaa68442ce4ed7ad7c9772fb46eda9
三立戏剧台,P2p://generationnexxxt.com:19806/7a5b874b630d457bb5997a2fe4690550
龙华戏剧,P2p://generationnexxxt.com:19806/5d4f0bd2b18b4a588a0ca733569b18dd
靖天戏剧台,P2p://generationnexxxt.com:19806/1282202787324223b35e3c84d9e673c6
靖洋戏剧台,P2p://generationnexxxt.com:19806/84a559f1b4884854be933d5d4fc0d4a6
靖天日本台,P2p://generationnexxxt.com:19806/c88dcc9ddf6747b991fc1a0db939147d
i-Fun动漫台,P2p://generationnexxxt.com:19806/91a0e3fa1a714dd7b7cf55343052cd4f
韩国娱乐台,P2p://generationnexxxt.com:19806/80d680dc15ec44bea9c3a3160ecdcb14
达文西频道,P2p://generationnexxxt.com:19806/65939a080006919098d4bd6914a733d2
ROCKExtreme,P2p://generationnexxxt.com:19806/fc56480dab3541a6a99d66c3d2048526
中视新闻台,P2p://generationnexxxt.com:19806/cb5965a89e434df7aeb66b2364116ae4
寰宇新闻台,P2p://generationnexxxt.com:19806/a265fb55774a4554bc2db19b16f53be6
华视新闻,P2p://generationnexxxt.com:19806/ebe8db2daafa47768f37bcae17bfe299
NHK新闻资讯台,P2p://generationnexxxt.com:19806/c2da55d84a72418c8f1876c25ec97a1d
美亚电影台HD,P2p://generationnexxxt.com:19806/a850e570b868424c94319a2652ca7c62
龙华电影,P2p://generationnexxxt.com:19806/1df6f5f0993a46faa17f676518654709
Smart知识台,P2p://generationnexxxt.com:19806/65939c760002de7398de3a2e3f1b051b
靖天映画,P2p://generationnexxxt.com:19806/b723859f3ed94e5ba712148b209eefd0
靖天电影台,P2p://generationnexxxt.com:19806/d8c581e0e1a24823a3d2110e3584ef8b
WARNERTV,P2p://generationnexxxt.com:19806/cd2062a6c5a94d548f3516d96e23deec
公视台语台,P2p://generationnexxxt.com:19806/6593a0f40009baf898efc82314242462
AMC最爱电影,P2p://generationnexxxt.com:19806/24ce0147e36a438eab843a3168cea3bc
HBOFamily,P2p://generationnexxxt.com:19806/8a0208ebdfa04b5eab112f0c8b01719c
CatchPlay电影台,P2p://generationnexxxt.com:19806/2dccaec60f0e418d82d2d0bb09f0c4a8
CinemaWorld,P2p://generationnexxxt.com:19806/e262f40881b2461f9a270b4d9d0b54c3
壹电视电影台,P2p://generationnexxxt.com:19806/1be1329b6d124745a87a16de445d2352
采昌影剧台,P2p://generationnexxxt.com:19806/a0d691053f9b4876ab2b509a62296911
佛卫慈悲台,P2p://generationnexxxt.com:19806/be70c8b5b35c4551b5c7d3c905234e69
TechStorm,P2p://generationnexxxt.com:19806/994876c6aadc4234ba73441f18d36602
EYETV戏剧台,P2p://generationnexxxt.com:19806/2831986ed4b448c9b626788fbd3f2f89
台视新闻台,P2p://generationnexxxt.com:19806/9817b59742464113bd5656fcc7dced84
寰宇新闻台湾台,P2p://generationnexxxt.com:19806/ca27b65855704124be186aa0e5127c24
台视财经台,P2p://generationnexxxt.com:19806/e01d7738e33e456a812f7cefbf27b29a
纬来日本,P2p://generationnexxxt.com:19806/5f9d37ba1fc04a04aaec6979908294a2
爱尔达影剧台,P2p://generationnexxxt.com:19806/932d4522f2294c6a926b7ab8027c269f
民视(备),P2p://generationnexxxt.com:19806/8d864649cfc54b518b3d137d67583155
三立台湾台(备),P2p://generationnexxxt.com:19806/7554a57ea53f4c10ae4e219ac2d374c4
影迷数位电影台,P2p://generationnexxxt.com:19806/bc069c037478448a9e41dbc3e1d5d0f6
爱尔达体育1台,P2p://generationnexxxt.com:19806/68e521d35c0247ddbc5073dee98245a3
爱尔达体育3台,P2p://generationnexxxt.com:19806/3ebc6b89559c44dca30c4c259a5646b9
台视(备),P2p://generationnexxxt.com:19806/3c20d4387ec845149b2ded5f28805f18
爱尔达体育4台,P2p://generationnexxxt.com:19806/df4f198dbe6347e1a084c79d208f227d
中视,P2p://generationnexxxt.com:19806/c4ede9c3d1a84d0b9afe57622abcb9e7
华视,P2p://generationnexxxt.com:19806/177390ae66634acca9be01242a769660
东森新闻台,P2p://generationnexxxt.com:19806/35983e2efd5c44bf84bfb2977bbbc96d
镜新闻,P2p://generationnexxxt.com:19806/668a0abb880a496d8f57fad2f580566b
MTV,P2p://generationnexxxt.com:19806/eb5ba5262e2e4779a1418c78d14ad1e5
东森购物1台,P2p://generationnexxxt.com:19806/eccc79da1c0a4b54b49a71277e1534a0
东森购物2台,P2p://generationnexxxt.com:19806/71a90a7da65142e795b97def2400e1fb
CCTV1,P2p://generationnexxxt.com:19806/f1e3bc8a344e49dab603272c8fd2641e
CCTV2,P2p://generationnexxxt.com:19806/ce08ee69cea5402c99bf285704eac3e5
CCTV3,P2p://generationnexxxt.com:19806/784f6703531044be9cee14b793948d30
CCTV4,P2p://generationnexxxt.com:19806/50c3e18e04bf478db59251455cf3d309
CCTV5,P2p://generationnexxxt.com:19806/7d00bdeddb6c422796e62ae9e8b9398d
CCTV5+,P2p://generationnexxxt.com:19806/65a531aa00057c26dd8d1ccf196a034e
CCTV6,P2p://generationnexxxt.com:19806/3ec70c48b2024e4f9210169aec2914c7
CCTV7,P2p://generationnexxxt.com:19806/e70ef03e57794075962ec3960df5b167
CCTV8,P2p://generationnexxxt.com:19806/65a52e1d00012b4cdd7f3cee366e723b
CCTV9,P2p://generationnexxxt.com:19806/65a52e1d0007b3b6dd7f3e945c727248
CCTV10,P2p://generationnexxxt.com:19806/65a52e1d000c0c0bdd7f3fad13ad7f10
CCTV11,P2p://generationnexxxt.com:19806/65a52e1e0002f04bdd7f414333117e01
CCTV12,P2p://generationnexxxt.com:19806/65a52e1e0008b4e1dd7f42ba38ef4a02
CCTV13,P2p://generationnexxxt.com:19806/65a52dc0000d93bbdd7dd4d235813afb
CCTV14,P2p://generationnexxxt.com:19806/65a52dc1000332e5dd7dd60b29277892
CCTV15,P2p://generationnexxxt.com:19806/65a52dc10008dffbdd7dd78215274e95
北京卫视,P2p://generationnexxxt.com:19806/8d7d0547db754c32bca6011693893b40
天津卫视,P2p://generationnexxxt.com:19806/0d7fa1ec8c4348e29bc3f09a38ae3691
河北卫视,P2p://generationnexxxt.com:19806/f0390f4cc1fa4b9991338bc6426deb17
黑龙江卫视,P2p://generationnexxxt.com:19806/2f690600a9454710b15b0e90853268c3
辽宁卫视,P2p://generationnexxxt.com:19806/4b1903b35f804f1180a4b346efbabfc9
东方卫视,P2p://generationnexxxt.com:19806/10521db17e054dbeba85448ac091ae64
江苏卫视,P2p://generationnexxxt.com:19806/13f3f27751184d95902e5c588264551e
浙江卫视,P2p://generationnexxxt.com:19806/7bf4b3a65eaf421ab6d71bd8dcc4547a
江西卫视,P2p://generationnexxxt.com:19806/d3548b106a7d45b4972427c3a75135ab
山东卫视,P2p://generationnexxxt.com:19806/be77ccef4df042ab909e0a2586844431
东南卫视,P2p://generationnexxxt.com:19806/00aae4669ca24ddabf43997323ceef8e
湖北卫视,P2p://generationnexxxt.com:19806/7553b94400ac4d85b752579acb37c0ce
湖南卫视,P2p://generationnexxxt.com:19806/45dc7947c5574ebfb0e68e5d0a537ed0
深圳卫视,P2p://generationnexxxt.com:19806/b8c8ef10f65649c9a43388d771203f61
广东卫视,P2p://generationnexxxt.com:19806/cf7073fbb4c5490a86aca002247700f9
广西卫视,P2p://generationnexxxt.com:19806/eb435193f43d4c8ca09c9ce477d4d7b9
重庆卫视,P2p://generationnexxxt.com:19806/c173700eaecc412695b37ac062b6abac
云南卫视,P2p://generationnexxxt.com:19806/9203ba029385410793e3f2b7bffb3335
星空卫视,P2p://generationnexxxt.com:19806/0b87528420394614b1016123ff4fda4c
mitv,#genre#
港台电视31,mitv://generationnexxxt.com:19806/e4b56cb972e940ee8be694602294d242
港台电视32,mitv://generationnexxxt.com:19806/9c0a161f9c59476584fe4d8effc125b6
HOY TV,mitv://generationnexxxt.com:19806/10c18372b612479086c1f259245543ff
翡翠台,mitv://147.135.39.171:9906/658f93d5000d4d27f39e83494fe03749
翡翠台,mitv://147.135.39.171:9906/659ad8a2000d34621fa351dc7e476ef7
明珠台,mitv://generationnexxxt.com:19806/9993262cc067418a983f0c7ec18adef9
J2,mitv://generationnexxxt.com:19806/6a623cf5c0bc4c96b8fd45a47af4a872
无线新闻台,mitv://147.135.39.171:9906/658f93d500090264f39e82304f2d4370
无线新闻台,mitv://147.135.39.171:9906/659ad8a20009ddcb1fa351025e007328
TVB娱乐新闻台,mitv://generationnexxxt.com:19806/46bb3afe133d4cd8ac4b195c7f5f428c
无线财经体育资讯台,mitv://generationnexxxt.com:19806/8bcc654c89f74ebdb4e82062ef5f998c
千禧经典台,mitv://generationnexxxt.com:19806/1a5b04c67ece47bb87aa482e2c73138a
ViuTV6,mitv://generationnexxxt.com:19806/ba99e7a39d9c4e74bacc5de14f58dcf6
ViuTV,mitv://generationnexxxt.com:19806/976916e8baee45a89d5e023224f7ab2b
凤凰中文台,mitv://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f\t
凤凰资讯台,mitv://generationnexxxt.com:19806/6684e9f6606f49fba9b6de846dbdcb64
凤凰香港台,mitv://generationnexxxt.com:19806/8e396c3ec52f4eee9e5b7868042b1bf2
星河台,mitv://generationnexxxt.com:19806/0c08d9d705a747908c23ba652726d777
澳门-MACAU,mitv://generationnexxxt.com:19806/f9ba8df6f9ed45789e882211735e6414
澳门莲花,mitv://generationnexxxt.com:19806/4c56fbe4e68541a9a759fa269574f98b
now新闻台,mitv://generationnexxxt.com:19806/d7a5bbf5664945cc8589b36b8434d68d
HKC 18,mitv://generationnexxxt.com:19806/140377dc9e0848678d614d451d69af9e
戏曲台,mitv://generationnexxxt.com:19806/4c3b3c3a6c8849c3aa0fc9938859e134
Thrill,mitv://generationnexxxt.com:19806/1c3c73215afd42558101c3ee65737202
香港国际财经台,mitv://generationnexxxt.com:19806/6aa47af091b54d618d1513b1bc23b0b9
18台,mitv://generationnexxxt.com:19806/8bf8f53c61944785b13817297101af20
now财经台,mitv://generationnexxxt.com:19806/88f95058c046453a973e2540701ccb4e
美亚电影台(粤语),mitv://generationnexxxt.com:19806/ee16565eb5fe46be8d22cbbde1fa9fae
Hands Up,mitv://generationnexxxt.com:19806/7a79a82b627a417f897895b4adf874aa
粤语片台,mitv://generationnexxxt.com:19806/3a44c9c92439443494b8ecff6fdb2336
亚洲剧台,mitv://generationnexxxt.com:19806/ee081a662356489d8b2170952ec91d24
功夫台,mitv://generationnexxxt.com:19806/ef6373344abf4bedae4d49ac953c1742
HOY资讯台,mitv://generationnexxxt.com:19806/eb5a565eb80d40509f0a248018dfd337
黄金翡翠台,mitv://generationnexxxt.com:19806/864714d6ebe847edaa948e9104107f12




内地,#genre#

佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd


广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
CCTV4K,http://112.17.52.85/PLTV/88888888/224/3221233679/index.m3u8
CCTV1,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv1.m3u8
CCTV2,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv2.m3u8
CCTV3,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv3.m3u8
CCTV4,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv4.m3u8
CCTV5,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv5.m3u8
CCTV5+,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv5p.m3u8
CCTV6,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv6.m3u8
CCTV7,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv7.m3u8
CCTV8,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv8.m3u8
CCTV9,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv9.m3u8
CCTV10,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv10.m3u8
CCTV11,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv11.m3u8
CCTV12,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv12.m3u8
CCTV13,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv13.m3u8
CCTV14,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv14.m3u8
CCTV15,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv15.m3u8
CCTV16,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv16.m3u8
CCTV17,http://61.170.80.241/liveali-tpgq.cctv.cn/live/cctv17.m3u8
大湾区卫视,http://www.kitcc.cn:8887/rtp/239.77.0.215:5146
广东影视,http://www.kitcc.cn:8887/rtp/239.77.0.217:5146
广东新闻,http://www.kitcc.cn:8887/rtp/239.77.0.173:5146
广东少儿,http://www.kitcc.cn:8887/rtp/239.77.0.250:5146
嘉佳卡通,http://www.kitcc.cn:8887/rtp/239.77.0.179:5146
广东民生,http://www.kitcc.cn:8887/rtp/239.77.0.225:5146
广东体育,http://www.kitcc.cn:8887/rtp/239.77.0.112:5146
广东珠江,http://112.91.153.50:9901/tsfile/live/0109_1.m3u8
岭南戏曲,http://www.kitcc.cn:8887/rtp/239.77.0.16:5146
广东卫视,http://36.62.111.102:10001/udp/238.1.78.161:7160
凤凰卫视,http://113.117.74.107:8081/hls/36/index.m3u8
北京卫视,http://112.91.153.50:9901/tsfile/live/0122_1.m3u8
湖南卫视,http://112.91.153.50:9901/tsfile/live/0128_1.m3u8
东方卫视,http://112.91.153.50:9901/tsfile/live/0107_1.m3u8
江苏卫视,http://112.91.153.50:9901/tsfile/live/0127_1.m3u8
浙江卫视,http://112.91.153.50:9901/tsfile/live/0124_1.m3u8
东南卫视,http://112.91.153.50:9901/tsfile/live/0137_1.m3u8
湖北卫视,http://112.91.153.50:9901/tsfile/live/0132_1.m3u8
四川卫视,http://112.91.153.50:9901/tsfile/live/0123_1.m3u8
天津卫视,http://112.91.153.50:9901/tsfile/live/0135_1.m3u8
深圳卫视,http://112.91.153.50:9901/tsfile/live/0126_1.m3u8
安徽卫视,http://112.91.153.50:9901/tsfile/live/0130_1.m3u8
江西卫视,http://112.91.153.50:9901/tsfile/live/0138_1.m3u8
山东卫视,http://112.91.153.50:9901/tsfile/live/0131_1.m3u8
辽宁卫视,http://112.91.153.50:9901/tsfile/live/0121_1.m3u8
贵州卫视,http://112.91.153.50:9901/tsfile/live/0120_1.m3u8
黑龙江卫视,http://112.91.153.50:9901/tsfile/live/0143_1.m3u8
厦门卫视,http://36.62.111.102:10001/udp/238.1.78.246:7840
重庆卫视,http://112.91.153.50:9901/tsfile/live/0142_1.m3u8
吉林卫视,http://36.62.111.102:10001/udp/238.1.79.48:4496
云南卫视,http://112.91.153.50:9901/tsfile/live/0119_1.m3u8
海南卫视,http://36.62.111.102:10001/udp/238.1.79.49:4504
山西卫视,http://36.62.111.102:10001/udp/238.1.78.95:6632
甘肃卫视,http://36.62.111.102:10001/udp/238.1.79.36:4400
河北卫视,http://112.91.153.50:9901/tsfile/live/0117_1.m3u8
陕西卫视,http://36.62.111.102:10001/udp/238.1.78.88:6576
河南卫视,http://112.91.153.50:9901/tsfile/live/0139_1.m3u8
内蒙古卫视,http://36.62.111.102:10001/udp/238.1.78.103:6696
广西卫视,http://112.91.153.50:9901/tsfile/live/0113_1.m3u8
宁夏卫视,http://36.62.111.102:10001/udp/238.1.78.109:6744
西藏卫视,http://36.62.111.102:10001/udp/238.1.78.101:6680
青海卫视,http://36.62.111.102:10001/udp/238.1.78.102:6688
兵团卫视,http://36.62.111.102:10001/udp/238.1.78.104:6704
新疆卫视,http://36.62.111.102:10001/udp/238.1.78.110:6752
三沙卫视,http://36.62.111.102:10001/udp/238.1.78.27:6144
CCTV兵器科技,http://www.kitcc.cn:8887/rtp/239.253.43.18:5146
CCTV兵器科技,http://www.kitcc.cn:8887/rtp/239.253.43.9:5146
CCTV电视指南,http://www.kitcc.cn:8887/rtp/239.253.43.19:5146
CCTV电视指南,http://www.kitcc.cn:8887/rtp/239.253.43.10:5146
CCTV风云足球,http://www.kitcc.cn:8887/rtp/239.253.43.20:5146
CCTV风云足球,http://www.kitcc.cn:8887/rtp/239.253.43.14:5146
CCTV央视台球,http://www.kitcc.cn:8887/rtp/239.253.43.21:5146
CCTV央视台球,http://www.kitcc.cn:8887/rtp/239.253.43.11:5146
CCTV高尔夫网球,http://www.kitcc.cn:8887/rtp/239.253.43.22:5146
CCTV高尔夫网球,http://www.kitcc.cn:8887/rtp/239.253.43.12:5146
CCTV女性时尚,http://www.kitcc.cn:8887/rtp/239.253.43.23:5146
CCTV女性时尚,http://www.kitcc.cn:8887/rtp/239.253.43.8:5146
CCTV世界地理,http://www.kitcc.cn:8887/rtp/239.253.43.24:5146
CCTV世界地理,http://www.kitcc.cn:8887/rtp/239.253.43.7:5146
CCTV怀旧剧场,http://www.kitcc.cn:8887/rtp/239.253.43.25:5146
CCTV怀旧剧场,http://www.kitcc.cn:8887/rtp/239.253.43.5:5146
CCTV风云剧场,http://www.kitcc.cn:8887/rtp/239.253.43.26:5146
CCTV风云剧场,http://www.kitcc.cn:8887/rtp/239.253.43.16:5146
CCTV央视精品,http://www.kitcc.cn:8887/rtp/239.253.43.27:5146
CCTV央视精品,http://www.kitcc.cn:8887/rtp/239.253.43.13:5146
CCTV第一剧场,http://www.kitcc.cn:8887/rtp/239.253.43.28:5146
CCTV第一剧场,http://www.kitcc.cn:8887/rtp/239.253.43.15:5146
CCTV风云音乐,http://www.kitcc.cn:8887/rtp/239.253.43.29:5146
CCTV风云音乐,http://www.kitcc.cn:8887/rtp/239.253.43.6:5146
老故事,http://www.kitcc.cn:8887/rtp/239.77.0.220:5146
老故事,http://www.kitcc.cn:8887/rtp/239.77.1.197:5146
中学生,http://www.kitcc.cn:8887/rtp/239.77.1.195:5146
发现之旅,http://www.kitcc.cn:8887/rtp/239.77.1.112:5146
CHC高清电影,http://www.kitcc.cn:8887/rtp/239.77.0.27:5146
金鹰卡通,http://www.kitcc.cn:8887/rtp/239.77.0.164:5146
哈哈炫动,http://www.kitcc.cn:8887/rtp/239.77.0.81:5146
优漫卡通,http://www.kitcc.cn:8887/rtp/239.77.0.222:5146
CETV1,http://www.kitcc.cn:8887/rtp/239.77.1.222:5146
中国教育1,http://www.kitcc.cn:8887/rtp/239.77.0.200:5146
CETV2,http://www.kitcc.cn:8887/rtp/239.77.0.28:5146
CETV2,http://www.kitcc.cn:8887/rtp/239.77.1.69:5146
CETV4,http://www.kitcc.cn:8887/rtp/239.77.1.200:5146
CETV4,http://www.kitcc.cn:8887/rtp/239.253.43.40:5146
CETV4,http://www.kitcc.cn:8887/rtp/239.253.43.114:5146
早期教育,http://www.kitcc.cn:8887/rtp/239.77.0.180:5146
中国交通,http://www.kitcc.cn:8887/rtp/239.77.1.249:5146
中国天气,http://www.kitcc.cn:8887/rtp/239.77.1.143:5146
茶,http://www.kitcc.cn:8887/rtp/239.77.0.15:5146
茶频道,http://www.kitcc.cn:8887/rtp/239.77.1.207:5146
快乐垂钓,http://www.kitcc.cn:8887/rtp/239.77.0.145:5146
快乐垂钓,http://www.kitcc.cn:8887/rtp/239.77.1.119:5146
金鹰纪实,http://www.kitcc.cn:8887/rtp/239.77.1.217:5146
上海纪实,http://www.kitcc.cn:8887/rtp/239.77.1.216:5146
上海纪实,http://www.kitcc.cn:8887/rtp/239.77.0.147:5146
环球奇观,http://www.kitcc.cn:8887/rtp/239.77.1.198:5146
书画频道,http://www.kitcc.cn:8887/rtp/239.77.1.115:5146
优优宝贝,http://www.kitcc.cn:8887/rtp/239.77.1.193:5146
优优宝贝,http://www.kitcc.cn:8887/rtp/239.253.43.39:5146
中华特产,http://www.kitcc.cn:8887/rtp/239.77.1.204:5146
四海钓鱼,http://www.kitcc.cn:8887/rtp/239.77.1.137:5146
环球旅游,http://www.kitcc.cn:8887/rtp/239.77.1.202:5146
生态环境,http://www.kitcc.cn:8887/rtp/239.77.1.201:5146
生态环境,http://www.kitcc.cn:8887/rtp/239.253.43.42:5146
车迷频道,http://www.kitcc.cn:8887/rtp/239.77.1.203:5146
车迷频道,http://www.kitcc.cn:8887/rtp/239.253.43.41:5146
新动漫,http://www.kitcc.cn:8887/rtp/239.77.1.136:5146
求索纪录,http://www.kitcc.cn:8887/rtp/239.77.0.21:5146
求索生活,http://www.kitcc.cn:8887/rtp/239.77.0.153:5146
梨园频道,http://www.kitcc.cn:8887/rtp/239.77.1.100:5146
武术世界,http://www.kitcc.cn:8887/rtp/239.77.1.108:5146
文物宝库,http://www.kitcc.cn:8887/rtp/239.77.1.120:5146
国学,http://www.kitcc.cn:8887/rtp/239.77.0.226:5146
国学频道,http://www.kitcc.cn:8887/rtp/239.77.1.105:5146
先锋乒羽,http://www.kitcc.cn:8887/rtp/239.77.1.208:5146
汽摩,http://www.kitcc.cn:8887/rtp/239.77.0.209:5146
汽摩,http://www.kitcc.cn:8887/rtp/239.77.1.205:5146
天元围棋,http://www.kitcc.cn:8887/rtp/239.253.43.98:5146
CCTV1,http://www.kitcc.cn:8887/rtp/239.77.0.241:5146
CCTV1,http://www.kitcc.cn:8887/rtp/239.77.1.17:5146
CCTV1,http://www.kitcc.cn:8887/rtp/239.77.1.144:5146
CCTV1,http://www.kitcc.cn:8887/rtp/239.77.0.86:5146
CCTV1,http://www.kitcc.cn:8887/rtp/239.77.0.129:5146
CCTV2,http://www.kitcc.cn:8887/rtp/239.77.1.158:5146
CCTV2,http://www.kitcc.cn:8887/rtp/239.253.43.17:5146
CCTV2,http://www.kitcc.cn:8887/rtp/239.77.0.137:5146
CCTV3,http://www.kitcc.cn:8887/rtp/239.77.0.169:5146
CCTV3,http://www.kitcc.cn:8887/rtp/239.77.0.175:5146
CCTV4,http://www.kitcc.cn:8887/rtp/239.77.1.163:5146
CCTV4,http://www.kitcc.cn:8887/rtp/239.77.1.166:5146
CCTV4,http://www.kitcc.cn:8887/rtp/239.77.0.78:5146
CCTV4美洲,http://www.kitcc.cn:8887/rtp/239.253.43.121:5146
CCTV4欧洲,http://www.kitcc.cn:8887/rtp/239.253.43.120:5146
CCTV5,http://www.kitcc.cn:8887/rtp/239.77.0.170:5146
CCTV5,http://www.kitcc.cn:8887/rtp/239.77.0.177:5146
CCTV5+,http://www.kitcc.cn:8887/rtp/239.77.0.87:5146
CCTV5+,http://www.kitcc.cn:8887/rtp/239.77.1.31:5146
CCTV6,http://www.kitcc.cn:8887/rtp/239.77.0.171:5146
CCTV6,http://www.kitcc.cn:8887/rtp/239.77.0.178:5146
CCTV7,http://www.kitcc.cn:8887/rtp/239.77.1.159:5146
CCTV7,http://www.kitcc.cn:8887/rtp/239.77.1.167:5146
CCTV7,http://www.kitcc.cn:8887/rtp/239.77.0.138:5146
CCTV8,http://www.kitcc.cn:8887/rtp/239.77.0.172:5146
CCTV8,http://www.kitcc.cn:8887/rtp/239.77.0.181:5146
CCTV9,http://www.kitcc.cn:8887/rtp/239.77.1.160:5146
CCTV9,http://www.kitcc.cn:8887/rtp/239.77.1.168:5146
CCTV10,http://www.kitcc.cn:8887/rtp/239.77.1.113:5146
CCTV10,http://www.kitcc.cn:8887/rtp/239.77.1.169:5146
CCTV10,http://www.kitcc.cn:8887/rtp/239.77.0.134:5146
CCTV11,http://www.kitcc.cn:8887/rtp/239.77.1.238:5146
CCTV12,http://www.kitcc.cn:8887/rtp/239.77.1.109:5146
CCTV12,http://www.kitcc.cn:8887/rtp/239.77.1.170:5146
CCTV13,http://www.kitcc.cn:8887/rtp/239.77.0.188:5146
CCTV13,http://www.kitcc.cn:8887/rtp/239.253.43.196:5146
CCTV14,http://www.kitcc.cn:8887/rtp/239.77.1.161:5146
CCTV14,http://www.kitcc.cn:8887/rtp/239.77.1.171:5146
CCTV15,http://www.kitcc.cn:8887/rtp/239.77.1.239:5146
CCTV16,http://www.kitcc.cn:8887/rtp/239.77.0.165:5146
CCTV16,http://www.kitcc.cn:8887/rtp/239.77.1.76:5146
CCTV17,http://www.kitcc.cn:8887/rtp/239.77.1.121:5146
CCTV17,http://www.kitcc.cn:8887/rtp/239.77.0.198:5146
CCTV4K,http://www.kitcc.cn:8887/rtp/239.77.0.194:5146
CCTV4K 50p,http://www.kitcc.cn:8887/rtp/239.77.0.174:5146
CCTV4K,http://www.kitcc.cn:8887/rtp/239.77.1.180:5146
CCTV8K,http://www.kitcc.cn:8887/rtp/239.253.43.106:5146
湖南卫视,http://www.kitcc.cn:8887/rtp/239.77.1.5:5146
湖南卫视,http://www.kitcc.cn:8887/rtp/239.77.1.129:5146
湖南卫视,http://www.kitcc.cn:8887/rtp/239.77.0.88:5146
湖南卫视,http://www.kitcc.cn:8887/rtp/239.77.0.127:5146
浙江卫视,http://www.kitcc.cn:8887/rtp/239.77.1.33:5146
浙江卫视,http://www.kitcc.cn:8887/rtp/239.77.1.150:5146
浙江卫视,http://www.kitcc.cn:8887/rtp/239.77.0.89:5146
浙江卫视,http://www.kitcc.cn:8887/rtp/239.77.0.125:5146
江苏卫视,http://www.kitcc.cn:8887/rtp/239.77.1.18:5146
江苏卫视,http://www.kitcc.cn:8887/rtp/239.77.1.149:5146
江苏卫视,http://www.kitcc.cn:8887/rtp/239.77.0.90:5146
江苏卫视,http://www.kitcc.cn:8887/rtp/239.77.0.126:5146
东方卫视,http://www.kitcc.cn:8887/rtp/239.77.1.218:5146
东方卫视,http://www.kitcc.cn:8887/rtp/239.77.1.156:5146
东方卫视,http://www.kitcc.cn:8887/rtp/239.77.0.98:5146
安徽卫视,http://www.kitcc.cn:8887/rtp/239.77.1.92:5146
安徽卫视,http://www.kitcc.cn:8887/rtp/239.77.1.157:5146
安徽卫视,http://www.kitcc.cn:8887/rtp/239.77.0.183:5146
北京卫视,http://www.kitcc.cn:8887/rtp/239.77.1.4:5146
北京卫视,http://www.kitcc.cn:8887/rtp/239.77.1.151:5146
北京卫视,http://www.kitcc.cn:8887/rtp/239.77.0.91:5146
天津卫视,http://www.kitcc.cn:8887/rtp/239.77.1.141:5146
天津卫视,http://www.kitcc.cn:8887/rtp/239.77.1.182:5146
天津卫视,http://www.kitcc.cn:8887/rtp/239.77.0.97:5146
天津卫视,http://www.kitcc.cn:8887/rtp/239.77.0.131:5146
山东卫视,http://www.kitcc.cn:8887/rtp/239.77.1.142:5146
山东卫视,http://www.kitcc.cn:8887/rtp/239.77.1.153:5146
山东卫视,http://www.kitcc.cn:8887/rtp/239.77.0.94:5146
山东卫视,http://www.kitcc.cn:8887/rtp/239.77.0.132:5146
江西卫视,http://www.kitcc.cn:8887/rtp/239.77.1.219:5146
江西卫视,http://www.kitcc.cn:8887/rtp/239.77.0.149:5146
